id,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
1504,45,1022.1,20.5,19.0,17.2,16.9,82.0,78.0,1.1,70.0,21.9,0
1505,46,1023.8,18.5,16.7,15.6,15.9,91.0,89.0,1.7,40.0,9.5,0
1506,47,1013.0,21.3,18.6,17.1,16.0,79.0,86.0,0.0,70.0,30.6,1
1507,48,1022.5,19.0,17.8,16.9,15.0,95.0,95.0,0.0,60.0,41.3,1
1508,49,1013.4,20.3,18.1,17.4,16.8,79.0,88.0,0.1,20.0,8.9,1
1509,50,1017.8,17.4,16.0,15.0,15.5,86.0,79.0,0.1,60.0,12.5,1
1510,51,1016.5,17.4,16.6,15.3,14.4,87.0,100.0,0.0,20.0,40.8,1
1511,52,1013.3,17.1,16.6,15.9,16.0,94.0,100.0,0.0,60.0,35.1,1
1512,53,1019.9,21.3,19.5,18.4,18.1,81.0,84.0,0.5,50.0,20.0,1
1513,54,1016.0,22.1,20.4,19.0,18.9,92.0,86.0,0.0,50.0,14.0,1
1514,55,1025.9,18.6,16.6,15.6,13.7,78.0,88.0,0.0,40.0,24.4,0
1515,56,1014.8,21.2,20.8,19.2,17.1,86.0,83.0,1.6,50.0,21.9,1
1516,57,1012.2,18.5,17.6,15.4,13.1,94.0,88.0,0.2,100.0,23.5,1
1517,58,1012.2,19.4,17.3,15.6,15.9,87.0,87.0,2.3,50.0,28.4,1
1518,59,1018.1,20.4,17.6,15.6,15.6,97.0,99.0,1.6,80.0,19.2,1
1519,60,1020.9,17.3,16.3,15.2,12.7,76.0,83.0,0.0,50.0,29.7,1
1520,61,1022.5,15.5,13.7,12.3,10.0,92.0,95.0,0.0,20.0,26.5,0
1521,62,1022.3,15.5,13.6,11.7,11.5,92.0,95.0,0.0,20.0,25.0,1
1522,63,1013.9,23.1,21.5,20.1,19.3,77.0,88.0,0.0,70.0,32.5,1
1523,64,1022.9,20.9,18.1,14.0,12.1,98.0,91.0,0.0,20.0,27.1,1
1524,65,1020.4,19.2,18.1,17.1,14.9,75.0,91.0,0.0,60.0,26.2,1
1525,66,1023.5,15.9,12.8,10.1,11.7,65.0,83.0,0.0,20.0,17.5,1
1526,67,1014.8,21.3,19.9,17.6,18.1,90.0,82.0,2.5,20.0,21.6,1
1527,68,1014.5,16.3,15.3,14.6,13.3,92.0,99.0,0.0,70.0,34.0,1
1528,69,1023.8,17.2,14.8,11.7,8.4,69.0,22.0,9.0,20.0,12.5,0
1529,70,1020.3,18.5,19.2,17.7,13.3,60.0,38.0,9.3,60.0,8.5,0
1530,71,1017.4,25.2,20.6,19.9,19.9,79.0,81.0,2.5,50.0,16.0,1
1531,72,1022.1,22.8,18.6,16.7,12.4,65.0,67.0,2.7,50.0,32.9,0
1532,73,1016.4,24.9,22.2,20.8,17.8,79.0,83.0,3.5,70.0,29.8,0
1533,74,1017.1,26.8,21.8,19.9,18.5,79.0,28.0,9.5,70.0,7.4,0
1534,75,1013.6,26.5,23.1,19.1,16.8,86.0,75.0,6.7,60.0,28.6,0
1535,76,1012.5,26.9,22.5,17.7,14.0,69.0,68.0,7.5,70.0,9.2,0
1536,77,1016.8,25.2,23.1,21.3,21.4,94.0,88.0,0.0,80.0,19.3,1
1537,78,1012.5,26.3,24.3,23.1,22.1,93.0,86.0,2.2,80.0,29.6,1
1538,79,1012.5,27.8,25.5,24.4,22.9,86.0,82.0,2.4,70.0,28.0,0
1539,80,1011.3,22.2,19.8,18.7,16.9,86.0,89.0,0.1,40.0,37.0,1
1540,81,1010.5,19.6,18.2,18.0,16.5,95.0,95.0,0.0,70.0,19.0,1
1541,82,1010.8,24.3,21.4,20.4,19.5,86.0,77.0,7.3,60.0,9.5,1
1542,83,1011.5,26.5,23.1,20.6,17.0,91.0,89.0,0.3,70.0,12.1,1
1543,84,1011.4,24.4,22.1,21.3,22.1,88.0,82.0,0.5,40.0,16.2,1
1544,85,1011.2,24.7,21.4,20.1,20.6,92.0,83.0,0.4,120.0,5.5,1
1545,86,1016.8,26.1,24.8,22.0,22.3,84.0,90.0,0.5,40.0,22.2,1
1546,87,1014.9,27.3,25.9,23.1,21.4,92.0,90.0,4.4,80.0,30.3,1
1547,88,1010.1,27.1,25.7,23.1,20.1,90.0,83.0,1.0,190.0,12.1,1
1548,89,1010.6,25.2,24.3,24.4,21.6,95.0,86.0,0.0,50.0,17.3,1
1549,90,1013.0,27.8,25.5,23.6,20.8,90.0,81.0,1.0,70.0,26.4,0
1550,91,1012.5,28.4,23.8,21.0,22.1,91.0,86.0,2.0,70.0,24.2,1
1551,92,1010.2,28.2,25.5,23.3,22.9,90.0,83.0,3.0,210.0,12.1,1
1552,93,1011.5,26.2,25.2,24.3,23.8,89.0,88.0,1.2,50.0,21.4,1
1553,94,1014.6,25.4,24.7,23.2,23.2,96.0,85.0,3.5,80.0,17.2,1
1554,95,1012.5,27.6,25.5,24.0,22.9,86.0,83.0,3.5,40.0,22.5,1
1555,96,1010.1,27.6,25.8,24.5,19.5,94.0,88.0,1.0,40.0,16.9,1
1556,97,1013.4,27.7,25.8,24.5,23.1,85.0,88.0,0.6,70.0,7.3,1
1557,98,1012.0,28.2,25.2,24.5,24.4,86.0,88.0,1.1,120.0,9.8,1
1558,99,1007.8,28.5,26.2,24.3,23.8,87.0,69.0,5.0,70.0,15.1,0
1559,100,1012.4,25.2,23.1,21.7,18.2,80.0,83.0,3.9,60.0,34.3,1
1560,101,1014.5,28.2,25.9,23.7,23.4,79.0,81.0,1.2,220.0,15.7,1
1561,102,1014.5,29.4,26.8,24.7,23.6,82.0,89.0,1.4,280.0,12.7,1
1562,103,1008.5,30.3,27.1,25.8,24.4,81.0,84.0,1.0,40.0,24.2,1
1563,104,1010.4,27.7,25.8,24.8,23.3,82.0,84.0,3.2,170.0,26.3,1
1564,105,1013.0,27.9,26.5,25.4,24.7,91.0,88.0,0.4,100.0,35.1,1
1565,106,1009.9,30.8,28.1,25.1,25.2,89.0,88.0,1.0,200.0,16.2,1
1566,107,1013.3,29.8,27.6,26.6,24.4,90.0,80.0,3.5,240.0,18.4,1
1567,108,1009.9,28.6,26.9,25.8,25.3,81.0,85.0,1.2,30.0,26.8,1
1568,109,1010.5,30.8,28.1,25.0,25.0,81.0,86.0,2.1,90.0,14.3,1
1569,110,1008.8,27.7,25.8,24.8,24.8,87.0,88.0,0.9,220.0,21.9,1
1570,111,1010.3,30.1,27.8,24.2,23.3,85.0,79.0,7.8,90.0,22.3,1
1571,112,1012.3,27.4,25.4,24.9,23.1,80.0,70.0,6.4,230.0,16.5,1
1572,113,1013.4,30.6,27.6,25.5,23.1,76.0,78.0,5.8,80.0,16.9,1
1573,114,1009.9,27.4,26.9,24.2,24.6,84.0,72.0,6.9,70.0,12.5,1
1574,115,1010.5,30.9,27.4,25.0,25.0,89.0,81.0,1.0,230.0,24.4,1
1575,116,1009.9,28.5,26.8,24.9,19.8,87.0,71.0,6.6,20.0,18.0,1
1576,117,1013.0,29.0,26.9,24.9,22.4,88.0,88.0,6.1,60.0,33.5,1
1577,118,1008.9,30.1,28.0,26.0,25.3,89.0,88.0,0.3,110.0,9.4,1
1578,119,1012.1,26.7,24.7,23.4,23.0,85.0,81.0,2.5,70.0,39.5,1
1579,120,1011.6,29.2,26.1,24.8,23.8,91.0,88.0,0.1,80.0,18.4,1
1580,121,1006.8,29.5,26.9,25.8,25.3,89.0,86.0,1.6,220.0,9.2,1
1581,122,1006.3,30.8,27.9,26.6,23.1,89.0,82.0,2.1,190.0,15.3,1
1582,123,1006.4,30.3,28.6,26.8,24.5,94.0,88.0,0.3,230.0,20.9,1
1583,124,1012.4,30.4,26.8,24.5,23.1,82.0,61.0,5.0,80.0,9.1,1
1584,125,1011.2,28.0,25.4,24.0,23.0,86.0,82.0,1.1,80.0,7.9,1
1585,126,1006.7,27.8,25.1,24.1,22.9,89.0,87.0,1.8,200.0,20.8,1
1586,127,1008.8,30.7,27.5,24.0,25.5,84.0,87.0,2.4,190.0,21.9,1
1587,128,1009.8,28.4,26.2,25.9,25.4,77.0,78.0,3.3,70.0,31.9,1
1588,129,1007.2,30.7,29.0,26.4,25.3,84.0,77.0,2.4,150.0,12.0,1
1589,130,1008.3,32.0,28.7,24.9,21.6,84.0,75.0,6.7,20.0,7.9,1
1590,131,1012.2,31.9,29.9,28.3,24.9,75.0,72.0,8.4,180.0,8.0,1
1591,132,1009.6,32.5,29.6,27.5,25.9,89.0,89.0,3.2,220.0,17.2,1
1592,133,1008.1,33.0,30.1,28.1,26.1,79.0,78.0,7.7,230.0,26.8,1
1593,134,1008.1,31.6,27.2,26.4,24.3,89.0,88.0,6.0,230.0,25.0,1
1594,135,1008.0,33.2,30.1,27.2,24.4,87.0,83.0,5.0,50.0,38.3,1
1595,136,1007.9,31.5,28.5,26.9,25.5,82.0,88.0,2.4,230.0,20.8,1
1596,137,1011.5,29.1,26.8,24.8,22.9,78.0,60.0,8.4,20.0,19.0,0
1597,138,1006.7,31.7,28.6,27.3,25.3,90.0,77.0,1.1,230.0,23.3,1
1598,139,1008.2,32.3,29.4,26.3,25.3,84.0,72.0,7.7,220.0,9.5,1
1599,140,1008.6,33.8,30.2,28.1,25.9,81.0,51.0,10.6,240.0,33.2,0
1600,141,1008.9,33.3,30.2,28.4,25.9,76.0,49.0,9.2,220.0,29.3,1
1601,142,1008.5,32.4,29.9,27.6,26.1,82.0,89.0,1.1,220.0,4.5,1
1602,143,1009.1,30.6,27.9,26.9,25.6,88.0,83.0,2.5,290.0,39.5,1
1603,144,1005.3,31.3,29.4,28.3,26.3,84.0,88.0,0.3,220.0,28.8,1
1604,145,1009.5,33.2,30.3,28.1,25.9,72.0,60.0,9.7,220.0,28.8,0
1605,146,1005.9,32.9,30.1,29.3,26.3,81.0,83.0,2.1,230.0,16.3,1
1606,147,1006.8,32.8,30.0,28.1,24.0,76.0,48.0,7.8,10.0,11.3,1
1607,148,1007.9,32.0,29.7,28.0,25.2,70.0,38.0,9.1,220.0,11.8,0
1608,149,1009.9,33.7,29.1,28.9,25.7,79.0,56.0,7.1,100.0,39.5,1
1609,150,1008.2,33.9,29.1,26.4,24.4,79.0,83.0,6.4,230.0,24.5,0
1610,151,1009.7,32.4,30.7,29.1,26.3,87.0,78.0,6.3,220.0,46.3,1
1611,152,1008.9,33.7,30.6,28.9,26.7,87.0,84.0,3.3,230.0,24.2,1
1612,153,1009.5,33.7,30.7,26.8,24.3,74.0,72.0,7.7,210.0,15.9,0
1613,154,1008.5,34.2,30.1,28.7,24.4,72.0,22.0,10.5,240.0,9.5,0
1614,155,1008.7,34.8,30.4,28.4,26.3,80.0,81.0,6.4,290.0,7.4,1
1615,156,1006.5,34.8,30.0,26.3,24.3,60.0,38.0,11.4,220.0,9.2,0
1616,157,1008.2,33.2,30.4,29.0,24.0,72.0,35.0,11.4,180.0,9.1,0
1617,158,1005.5,33.1,30.0,28.4,26.1,81.0,88.0,0.1,240.0,15.2,1
1618,159,1007.9,33.0,30.1,27.8,25.1,76.0,32.0,6.4,220.0,11.7,0
1619,160,1005.3,34.0,30.2,28.0,25.0,75.0,41.0,12.0,220.0,12.5,0
1620,161,1006.5,33.2,30.7,28.7,26.2,89.0,88.0,1.3,190.0,15.4,1
1621,162,1006.5,32.6,29.8,27.4,25.0,85.0,74.0,6.7,100.0,12.6,1
1622,163,1008.4,32.0,29.6,27.3,25.3,82.0,69.0,9.1,220.0,26.0,1
1623,164,1007.9,33.3,30.1,28.1,26.1,80.0,83.0,6.9,230.0,27.6,1
1624,165,1007.8,32.0,29.0,27.7,26.5,78.0,84.0,6.5,210.0,27.1,1
1625,166,1007.7,34.7,30.7,28.4,25.0,74.0,44.0,8.4,210.0,10.9,1
1626,167,1008.9,31.4,29.4,27.5,26.7,86.0,84.0,1.2,220.0,28.6,1
1627,168,1007.7,31.2,28.9,25.8,24.7,84.0,67.0,7.9,220.0,12.8,1
1628,169,1005.5,31.7,29.0,27.2,24.8,79.0,67.0,4.2,190.0,33.0,1
1629,170,999.6,32.3,29.9,26.9,26.0,77.0,84.0,7.1,180.0,23.5,1
1630,171,1008.1,33.8,30.0,28.0,26.3,86.0,81.0,2.1,240.0,30.6,1
1631,172,1006.8,35.3,31.3,28.0,26.4,75.0,32.0,10.6,150.0,12.5,1
1632,173,1003.5,29.7,27.8,26.0,25.9,86.0,88.0,0.0,230.0,13.1,1
1633,174,1005.5,31.4,28.9,26.3,26.3,87.0,80.0,5.9,230.0,14.2,0
1634,175,1009.4,31.2,28.4,26.5,25.8,85.0,88.0,0.7,220.0,18.6,1
1635,176,1007.9,32.0,29.2,27.7,25.1,82.0,57.0,5.1,270.0,26.2,1
1636,177,1002.5,34.0,30.7,27.0,26.2,83.0,77.0,3.7,230.0,13.1,1
1637,178,1008.6,33.0,30.7,27.0,26.7,79.0,86.0,2.5,230.0,25.0,1
1638,179,1009.9,32.7,30.1,28.9,26.1,81.0,53.0,5.0,220.0,15.0,1
1639,180,1009.1,34.7,30.6,28.2,25.8,87.0,85.0,1.1,220.0,17.2,1
1640,181,1006.1,35.1,30.3,27.3,26.3,85.0,80.0,5.6,230.0,22.5,1
1641,182,1010.7,30.8,28.7,27.6,25.3,78.0,51.0,9.2,200.0,20.5,1
1642,183,1010.9,34.0,30.6,27.9,26.0,84.0,73.0,2.8,280.0,16.4,1
1643,184,1010.9,32.8,29.9,28.0,25.3,80.0,83.0,6.3,230.0,15.5,1
1644,185,1005.0,32.2,29.3,25.4,25.0,72.0,49.0,8.3,270.0,24.3,0
1645,186,1007.6,34.7,31.4,26.0,26.4,80.0,28.0,11.2,170.0,9.9,0
1646,187,1007.9,31.7,28.1,26.4,24.8,78.0,29.0,7.1,220.0,8.3,0
1647,188,1000.0,33.0,30.0,29.0,25.3,77.0,38.0,10.0,170.0,15.3,0
1648,189,1008.1,32.2,28.9,26.9,25.6,77.0,47.0,8.8,100.0,16.0,0
1649,190,1008.8,32.8,29.1,26.4,25.7,84.0,88.0,2.2,210.0,9.5,1
1650,191,1009.9,33.3,29.4,28.4,25.2,81.0,80.0,6.9,220.0,16.0,1
1651,192,1009.1,32.1,29.3,27.4,25.4,84.0,80.0,6.5,220.0,17.2,1
1652,193,1008.1,32.0,29.1,27.1,26.1,81.0,82.0,2.2,230.0,17.3,1
1653,194,1009.3,33.0,30.7,28.4,24.5,72.0,32.0,10.4,260.0,21.8,0
1654,195,1007.9,33.5,30.1,27.8,24.5,74.0,43.0,10.8,20.0,8.0,0
1655,196,1008.9,32.0,29.4,27.5,25.4,79.0,78.0,6.4,10.0,11.1,1
1656,197,1009.4,33.4,30.2,28.2,24.5,82.0,78.0,8.8,230.0,22.1,1
1657,198,1008.8,33.3,30.1,27.9,24.3,75.0,48.0,10.1,220.0,15.8,0
1658,199,1009.2,32.2,29.6,26.8,24.8,78.0,44.0,10.0,190.0,11.0,0
1659,200,1006.4,35.8,30.2,28.8,24.9,80.0,33.0,11.4,230.0,14.5,0
1660,201,999.0,35.2,31.0,28.1,26.1,77.0,57.0,10.1,160.0,12.0,1
1661,202,1007.8,35.6,31.3,26.9,26.3,80.0,83.0,6.5,20.0,25.5,1
1662,203,1010.9,31.7,28.4,26.0,25.4,84.0,84.0,2.2,40.0,17.2,0
1663,204,1006.6,33.0,28.2,26.2,24.4,75.0,72.0,8.5,220.0,9.8,0
1664,205,1011.6,34.0,31.1,26.8,26.1,87.0,80.0,8.3,160.0,13.0,1
1665,206,1009.9,32.2,28.2,26.3,25.6,86.0,85.0,1.0,220.0,7.9,1
1666,207,1011.1,31.5,28.9,26.7,25.7,89.0,81.0,2.5,100.0,24.4,1
1667,208,1010.4,31.0,29.6,26.9,26.5,81.0,77.0,4.6,90.0,19.8,1
1668,209,1005.1,32.4,30.0,29.2,25.2,82.0,81.0,3.6,200.0,15.3,1
1669,210,1006.2,30.6,28.8,25.2,25.1,65.0,55.0,3.4,70.0,18.0,0
1670,211,1011.1,31.9,28.3,26.6,24.3,85.0,88.0,1.0,80.0,14.6,1
1671,212,1008.5,31.5,28.4,26.8,24.3,81.0,82.0,6.0,230.0,25.2,1
1672,213,1005.9,30.0,29.9,28.1,25.8,82.0,69.0,6.9,300.0,17.2,1
1673,214,1005.3,28.7,27.4,25.4,24.4,89.0,87.0,0.1,220.0,22.5,1
1674,215,1008.3,31.0,28.1,26.8,25.9,79.0,87.0,1.5,220.0,25.1,1
1675,216,1006.5,31.8,28.3,26.7,25.3,81.0,88.0,3.6,220.0,12.6,1
1676,217,1008.2,31.7,29.8,27.7,23.4,81.0,70.0,9.4,130.0,10.0,1
1677,218,1008.5,32.0,29.8,28.1,25.3,81.0,78.0,6.7,300.0,21.9,1
1678,219,1006.9,35.1,31.0,26.5,25.0,76.0,60.0,10.8,60.0,12.6,1
1679,220,1001.5,33.9,30.6,26.3,24.8,74.0,41.0,9.8,70.0,12.3,0
1680,221,1005.4,31.9,28.2,25.6,23.3,81.0,40.0,9.8,280.0,8.3,0
1681,222,1005.9,28.6,27.8,25.4,25.3,91.0,88.0,0.1,190.0,11.7,1
1682,223,1007.8,30.7,27.8,26.5,24.5,84.0,87.0,0.3,230.0,20.4,1
1683,224,1007.9,31.4,28.3,26.5,25.0,81.0,88.0,3.2,220.0,15.7,1
1684,225,1008.1,29.6,26.5,25.0,23.2,78.0,43.0,9.8,110.0,8.9,0
1685,226,1008.3,30.1,26.8,24.5,24.1,81.0,67.0,7.5,100.0,6.1,1
1686,227,1005.2,29.1,26.5,25.5,25.4,89.0,88.0,0.8,60.0,19.3,1
1687,228,1008.1,28.2,26.0,24.8,24.7,89.0,84.0,1.2,180.0,8.1,1
1688,229,1010.4,29.7,27.8,26.4,25.8,73.0,78.0,6.8,100.0,8.9,0
1689,230,1008.5,29.5,26.5,25.4,25.4,84.0,88.0,1.1,80.0,22.5,1
1690,231,1007.5,32.1,29.5,28.4,23.1,79.0,60.0,7.5,180.0,22.0,1
1691,232,1011.0,30.8,27.7,25.5,23.1,84.0,72.0,8.5,140.0,11.8,1
1692,233,1009.5,31.0,29.8,28.2,24.5,78.0,78.0,7.7,220.0,26.4,1
1693,234,1008.7,32.9,29.4,26.7,25.8,78.0,84.0,3.6,220.0,20.0,1
1694,235,1011.1,29.1,26.7,24.8,23.3,79.0,78.0,4.6,220.0,25.2,1
1695,236,1011.0,28.3,27.2,25.9,22.5,75.0,32.0,8.5,20.0,5.7,0
1696,237,1008.8,31.2,28.1,26.9,25.8,86.0,83.0,2.5,220.0,38.0,1
1697,238,1010.4,30.3,27.6,25.5,21.9,80.0,68.0,7.6,60.0,36.0,1
1698,239,1012.7,28.5,25.9,24.5,22.9,82.0,60.0,9.3,60.0,15.0,0
1699,240,1013.3,31.3,28.7,26.9,24.7,76.0,75.0,2.8,120.0,18.8,1
1700,241,1013.2,31.7,28.0,26.8,24.4,76.0,46.0,8.8,220.0,30.5,1
1701,242,1011.4,30.8,28.2,26.9,25.2,78.0,76.0,3.9,200.0,25.0,1
1702,243,1007.9,29.2,28.2,26.7,25.9,85.0,88.0,0.4,70.0,28.4,1
1703,244,1011.4,27.9,26.6,25.4,25.6,90.0,85.0,1.2,190.0,15.0,1
1704,245,1014.8,31.9,28.0,26.5,24.8,74.0,46.0,7.6,50.0,12.6,0
1705,246,1013.0,31.7,28.3,26.8,25.3,81.0,84.0,2.1,140.0,8.1,0
1706,247,1011.4,31.5,28.7,26.4,24.5,82.0,84.0,3.6,180.0,13.9,1
1707,248,1009.9,31.3,29.7,26.8,24.5,77.0,83.0,0.7,220.0,37.0,1
1708,249,1006.2,31.0,29.7,28.0,26.3,73.0,88.0,2.1,230.0,38.3,1
1709,250,1006.6,29.4,27.5,25.8,25.5,86.0,82.0,1.6,70.0,13.0,1
1710,251,1006.4,30.6,28.6,26.4,24.8,80.0,83.0,0.6,190.0,23.9,1
1711,252,1007.4,30.4,28.8,26.8,24.8,58.0,46.0,9.1,230.0,16.0,0
1712,253,1011.4,32.0,29.8,26.8,22.1,73.0,50.0,10.0,10.0,12.0,0
1713,254,1010.1,29.3,27.8,26.3,25.4,82.0,83.0,3.1,90.0,20.7,0
1714,255,1011.5,29.7,27.9,25.8,25.5,81.0,88.0,2.5,80.0,15.7,1
1715,256,1008.1,29.7,26.9,24.3,24.4,87.0,78.0,3.5,220.0,37.9,1
1716,257,1008.7,30.1,28.0,27.9,26.3,91.0,89.0,2.1,80.0,25.0,1
1717,258,1011.2,28.9,26.7,24.8,23.9,86.0,65.0,5.2,90.0,50.7,1
1718,259,1014.1,27.6,26.4,25.5,25.8,93.0,88.0,0.4,100.0,16.1,1
1719,260,1005.9,28.8,27.5,26.0,25.0,93.0,88.0,0.0,230.0,25.0,1
1720,261,1012.2,28.2,26.4,25.4,24.4,89.0,90.0,1.2,40.0,19.8,1
1721,262,1008.2,29.5,26.6,24.9,24.2,82.0,87.0,0.4,220.0,13.2,1
1722,263,1005.3,28.7,25.3,23.5,22.3,88.0,84.0,1.2,30.0,7.9,1
1723,264,1017.5,31.3,28.0,25.5,26.3,84.0,89.0,2.2,170.0,13.8,1
1724,265,1018.1,27.5,26.2,24.0,23.2,77.0,53.0,11.0,230.0,11.1,0
1725,266,1016.8,31.1,28.8,26.1,24.3,82.0,79.0,5.0,300.0,10.3,0
1726,267,1016.3,30.0,28.3,26.8,24.7,79.0,49.0,4.2,180.0,31.7,1
1727,268,1016.4,30.5,26.8,24.2,23.1,76.0,56.0,5.7,180.0,23.2,1
1728,269,1018.6,26.0,24.4,22.4,22.3,92.0,89.0,0.4,80.0,25.1,1
1729,270,1017.8,30.3,27.1,24.8,24.8,81.0,72.0,7.7,230.0,11.9,0
1730,271,1011.5,26.2,23.9,22.9,22.8,93.0,84.0,1.6,80.0,41.3,1
1731,272,1018.8,29.8,27.9,26.3,23.1,78.0,79.0,3.6,70.0,11.1,0
1732,273,1015.6,28.2,26.6,25.4,25.4,87.0,82.0,0.3,80.0,25.1,1
1733,274,1017.8,24.9,22.8,21.1,19.9,81.0,83.0,2.4,60.0,23.7,1
1734,275,1017.3,24.4,23.9,21.3,19.6,79.0,47.0,9.5,80.0,9.1,0
1735,276,1016.0,28.7,26.0,25.3,22.8,89.0,81.0,2.1,220.0,17.2,1
1736,277,1012.0,30.8,27.0,24.0,20.6,75.0,48.0,9.1,10.0,21.6,0
1737,278,1016.8,26.6,25.4,24.7,21.4,79.0,77.0,3.4,80.0,27.1,1
1738,279,1017.8,27.7,24.2,23.8,22.4,83.0,82.0,7.6,80.0,15.9,1
1739,280,1016.4,25.1,23.1,21.1,21.8,80.0,61.0,7.8,80.0,12.1,0
1740,281,1017.1,29.8,25.4,23.7,21.4,77.0,83.0,6.0,70.0,15.5,1
1741,282,1016.7,26.3,25.8,24.5,22.0,83.0,80.0,6.5,70.0,28.4,1
1742,283,1011.5,28.6,25.3,22.5,22.9,80.0,67.0,8.8,80.0,33.4,1
1743,284,1019.9,26.6,24.9,22.3,19.5,76.0,44.0,8.8,50.0,18.0,1
1744,285,1018.8,26.6,24.3,23.1,19.7,79.0,78.0,3.0,80.0,29.0,1
1745,286,1010.5,28.3,25.5,23.2,19.6,74.0,49.0,7.8,90.0,39.5,1
1746,287,1013.0,28.7,25.9,24.0,23.2,80.0,81.0,1.0,70.0,15.9,1
1747,288,1014.1,28.2,24.1,22.5,20.8,83.0,71.0,6.8,90.0,22.0,1
1748,289,1014.9,25.3,23.3,22.3,20.4,78.0,80.0,1.0,40.0,29.7,1
